Order_Number,Sales_Date,Sales_Channel,Currency,Sales_Team_Id,Store_Id,Product_Id,Order_qty,Unit_Price,Unit_Cost
SO12328,29/01/2020,In-Store,USD,10,52,1,6,439.29,313.78
SO12329,24/03/2020,In-Store,USD,26,333,37,10,638.94,456.39
SO12330,20/04/2020,Wholesale,USD,14,360,43,1,470.64,336.17
SO12331,01/04/2020,Distributor,USD,4,310,21,6,278.58,198.98
SO12332,25/01/2020,Wholesale,USD,26,159,25,3,158.88,113.48
SO12333,29/03/2020,Distributor,USD,26,299,46,4,445.05,317.89
SO12334,28/05/2020,Distributor,USD,3,65,26,5,275.01,196.44
SO12335,06/01/2020,Online,USD,20,277,8,2,316.62,226.16
SO12336,27/03/2020,Wholesale,USD,8,170,30,4,313.48,223.91
SO12337,24/03/2020,Wholesale,USD,18,261,1,1,302.31,215.94
SO12338,04/05/2020,Wholesale,USD,13,287,23,4,366.24,261.6
SO12339,27/03/2020,Distributor,USD,7,111,19,2,177.1,126.5
SO12340,11/01/2020,Online,USD,26,361,7,5,454.73,324.81
SO12341,28/05/2020,Online,USD,13,331,6,1,334.67,239.05
SO12342,23/05/2020,Online,USD,21,74,22,9,529.08,377.92
SO12343,24/01/2020,In-Store,USD,13,122,43,4,537.08,383.63
SO12344,05/04/2020,In-Store,USD,5,103,25,5,461.57,329.69
SO12345,29/03/2020,Distributor,USD,16,37,23,2,185.12,132.23
SO12346,27/03/2020,Distributor,USD,18,219,6,1,488.11,348.65
SO12347,06/02/2020,In-Store,USD,12,156,41,4,250.12,178.66
SO12348,22/04/2020,Distributor,USD,17,156,6,8,172.32,123.09
SO12349,04/03/2020,Online,USD,6,236,28,10,620.48,443.2
SO12350,01/05/2020,Wholesale,USD,22,100,18,5,604.43,431.74
SO12351,27/03/2020,Wholesale,USD,3,265,28,9,268.23,191.59
SO12352,25/05/2020,Wholesale,USD,11,296,34,7,645.04,460.74
SO12353,28/02/2020,Distributor,USD,26,345,29,5,251.41,179.58
SO12354,10/02/2020,Online,USD,18,119,2,6,192.62,137.59
SO12355,14/02/2020,Wholesale,USD,11,3,34,2,173.98,124.27
SO12356,11/04/2020,Wholesale,USD,9,324,17,8,533.08,380.77
SO12357,16/05/2020,Wholesale,USD,20,61,5,5,393.67,281.2
SO12358,07/01/2020,In-Store,USD,2,191,34,10,471.94,337.1
SO12359,09/02/2020,Distributor,USD,19,12,19,10,348.91,249.22
SO12360,14/01/2020,Wholesale,USD,9,76,10,9,601.9,429.93
SO12361,09/05/2020,Online,USD,9,86,46,10,535.67,382.62
SO12362,26/04/2020,In-Store,USD,17,164,1,1,628.79,449.14
SO12363,08/04/2020,Wholesale,USD,5,38,2,7,259.13,185.09
SO12364,26/03/2020,Distributor,USD,15,251,47,5,355.2,253.71
SO12365,03/05/2020,Distributor,USD,26,361,34,1,444.16,317.26
SO12366,03/01/2020,Online,USD,2,331,38,1,517.4,369.57
SO12367,21/04/2020,Online,USD,23,328,1,4,373.26,266.62
SO12368,05/01/2020,In-Store,USD,22,36,19,3,297.18,212.27
SO12369,15/03/2020,Distributor,USD,18,232,37,6,391.35,279.53
SO12370,30/05/2020,Online,USD,21,193,44,9,479.78,342.7
SO12371,02/01/2020,Online,USD,14,198,36,9,197.56,141.11
SO12372,06/05/2020,Wholesale,USD,14,317,42,7,312.15,222.97
SO12373,06/03/2020,Online,USD,22,182,19,4,505.06,360.76
SO12374,26/02/2020,Wholesale,USD,23,259,9,6,288.97,206.4
SO12375,17/03/2020,Wholesale,USD,4,348,7,9,444.29,317.35
SO12376,17/04/2020,Wholesale,USD,15,19,33,1,173.39,123.85
SO12377,27/05/2020,Distributor,USD,7,339,18,1,244.34,174.53
SO12378,11/03/2020,In-Store,USD,1,256,12,5,221.41,158.15
SO12379,22/02/2020,Distributor,USD,11,147,1,9,315.37,225.27
SO12380,13/01/2020,Wholesale,USD,18,240,4,10,177.16,126.54
SO12381,07/03/2020,Distributor,USD,12,186,23,4,505.17,360.84
SO12382,01/04/2020,Wholesale,USD,7,15,14,3,250.71,179.08
SO12383,01/04/2020,In-Store,USD,16,130,1,8,422.3,301.64
SO12384,22/03/2020,Distributor,USD,22,34,43,8,399.09,285.06
SO12385,31/03/2020,In-Store,USD,25,196,36,1,340.5,243.22
SO12386,27/04/2020,In-Store,USD,6,65,23,9,368.6,263.29
SO12387,26/02/2020,In-Store,USD,17,199,33,8,320.24,228.74
SO12388,05/04/2020,Distributor,USD,3,365,16,2,576.72,411.94
SO12389,27/02/2020,Wholesale,USD,1,255,13,7,318.52,227.51
SO12390,20/03/2020,Distributor,USD,9,130,43,3,530.09,378.63
SO12391,14/01/2020,In-Store,USD,11,105,40,3,175.45,125.32
SO12392,10/05/2020,In-Store,USD,19,72,41,3,618.35,441.68
SO12393,03/05/2020,Wholesale,USD,20,11,3,3,495.14,353.67
SO12394,13/01/2020,Wholesale,USD,21,278,35,6,222.95,159.25
SO12395,15/01/2020,Distributor,USD,9,30,1,8,553.9,395.64
SO12396,29/05/2020,Online,USD,5,9,28,9,235.1,167.93
SO12397,03/02/2020,Distributor,USD,2,51,17,7,515.82,368.44
SO12398,28/04/2020,Wholesale,USD,2,335,28,5,166.43,118.88
SO12399,19/03/2020,Online,USD,5,158,20,3,331.2,236.57
SO12400,15/03/2020,In-Store,USD,23,292,36,4,201.24,143.75
SO12401,15/04/2020,Online,USD,9,230,2,10,343.51,245.36
SO12402,07/04/2020,Online,USD,10,114,10,9,628.18,448.7
SO12403,11/02/2020,Online,USD,7,334,44,10,238.68,170.49
SO12404,26/02/2020,In-Store,USD,24,216,24,7,232.81,166.29
SO12405,30/04/2020,Online,USD,25,296,14,3,610.99,436.42
SO12406,21/02/2020,Wholesale,USD,20,115,13,10,367.48,262.48
SO12407,12/03/2020,In-Store,USD,15,183,22,7,522.86,373.47
SO12408,27/01/2020,Distributor,USD,24,99,39,1,498.37,355.98
SO12409,13/03/2020,Online,USD,12,245,29,7,593.32,423.8
SO12410,12/02/2020,In-Store,USD,3,105,31,10,212.66,151.9
SO12411,21/05/2020,Wholesale,USD,13,63,29,5,232.99,166.42
SO12412,02/02/2020,Wholesale,USD,14,270,44,2,249.15,177.97
SO12413,20/02/2020,Distributor,USD,13,21,46,2,313.66,224.04
SO12414,03/01/2020,In-Store,USD,14,362,32,9,250.85,179.18
SO12415,08/01/2020,Distributor,USD,18,261,15,7,642.05,458.61
SO12416,21/01/2020,Wholesale,USD,21,167,33,1,582.34,415.96
SO12417,03/01/2020,Online,USD,14,55,16,5,269.24,192.32
SO12418,15/05/2020,Distributor,USD,4,77,42,10,649.89,464.21
SO12419,10/05/2020,Wholesale,USD,25,289,3,5,275.81,197
SO12420,06/04/2020,In-Store,USD,25,79,22,8,315.68,225.49
SO12421,26/05/2020,In-Store,USD,10,51,12,6,280.67,200.48
SO12422,21/05/2020,Wholesale,USD,21,251,41,7,601.57,429.69
SO12423,25/02/2020,In-Store,USD,20,110,11,7,588.24,420.17
SO12424,21/03/2020,Distributor,USD,14,54,47,6,504.28,360.2
SO12425,20/02/2020,Online,USD,4,74,43,7,470.39,335.99
SO12426,26/05/2020,Online,USD,9,70,18,7,396.03,282.88
SO12427,18/01/2020,Distributor,USD,18,344,25,2,239.18,170.85
SO12428,26/05/2020,Distributor,USD,10,360,39,10,565.72,404.09
SO12429,01/02/2020,Distributor,USD,17,253,14,4,362.53,258.95
SO12430,07/01/2020,Online,USD,22,362,36,5,615.53,439.66
SO12431,06/01/2020,Distributor,USD,11,8,1,6,519.21,370.86
SO12432,28/05/2020,Online,USD,14,213,35,6,542.34,387.39
SO12433,10/01/2020,Wholesale,USD,14,218,31,2,612.84,437.74
SO12434,09/01/2020,Online,USD,13,152,28,8,451.35,322.39
SO12435,19/03/2020,Distributor,USD,17,210,1,7,378.76,270.54
SO12436,04/02/2020,Distributor,USD,16,253,25,2,482.86,344.9
SO12437,10/03/2020,Wholesale,USD,8,88,10,1,354.99,253.56
SO12438,06/04/2020,Distributor,USD,7,297,26,8,154.03,110.02
SO12439,19/04/2020,Online,USD,11,236,26,3,600.57,428.98
SO12440,08/01/2020,In-Store,USD,5,352,46,8,450.17,321.55
SO12441,30/05/2020,Wholesale,USD,1,89,4,9,183.1,130.79
SO12442,15/02/2020,Online,USD,4,234,28,8,602.78,430.56
SO12443,25/01/2020,In-Store,USD,24,330,39,4,582.26,415.9
SO12444,11/04/2020,In-Store,USD,19,74,10,8,153.45,109.61
SO12445,19/03/2020,Online,USD,18,260,23,9,249.48,178.2
SO12446,05/05/2020,Distributor,USD,13,325,14,10,495.25,353.75
SO12447,26/03/2020,In-Store,USD,26,164,7,2,254.27,181.62
SO12448,27/04/2020,Wholesale,USD,9,340,7,5,208.45,148.89
SO12449,25/03/2020,In-Store,USD,16,256,12,7,491.66,351.19
SO12450,18/05/2020,Online,USD,20,258,26,1,175.41,125.29
SO12451,16/05/2020,Distributor,USD,12,332,45,3,619.96,442.83
SO12452,03/02/2020,Online,USD,11,29,12,10,517.11,369.36
SO12453,10/01/2020,Wholesale,USD,3,334,22,7,483.65,345.47
SO12454,08/01/2020,Online,USD,8,106,19,9,576.78,411.99
SO12455,23/04/2020,Wholesale,USD,9,270,8,8,413.07,295.05
SO12456,19/01/2020,Distributor,USD,20,31,31,10,275.37,196.69
SO12457,19/02/2020,Wholesale,USD,11,240,21,3,414.45,296.04
SO12458,14/04/2020,Wholesale,USD,12,12,9,8,286.92,204.95
SO12459,09/05/2020,Online,USD,11,304,35,8,395.25,282.32
SO12460,05/01/2020,In-Store,USD,18,33,12,3,611.23,436.59
SO12461,28/01/2020,Online,USD,3,16,45,7,187.84,134.17
SO12462,30/03/2020,Wholesale,USD,5,333,2,9,252.08,180.06
SO12463,25/05/2020,Online,USD,6,118,24,9,264.07,188.62
SO12464,20/03/2020,Online,USD,19,180,18,10,334.12,238.66
SO12465,16/03/2020,Wholesale,USD,6,164,28,1,150.35,107.4
SO12466,17/03/2020,Distributor,USD,12,43,16,9,591.18,422.27
SO12467,16/05/2020,Online,USD,21,250,11,1,195.07,139.34
SO12468,21/05/2020,Wholesale,USD,6,257,23,6,326.46,233.18
SO12469,07/05/2020,In-Store,USD,7,73,27,3,441.59,315.42
SO12470,05/01/2020,Online,USD,5,356,36,8,541.01,386.44
SO12471,17/05/2020,Online,USD,10,13,1,5,505.21,360.86
SO12472,25/02/2020,Distributor,USD,11,56,8,10,545.45,389.61
SO12473,06/03/2020,Distributor,USD,25,202,32,7,469.7,335.5
SO12474,01/05/2020,Online,USD,12,13,17,2,530.68,379.06
SO12475,30/01/2020,Online,USD,20,272,38,6,439.45,313.9
SO12476,28/05/2020,In-Store,USD,21,214,20,4,156.21,111.58
SO12477,28/02/2020,Distributor,USD,14,317,18,10,516.16,368.69
SO12478,02/05/2020,Wholesale,USD,24,193,44,5,373.32,266.66
SO12479,02/05/2020,In-Store,USD,4,82,8,2,589.72,421.23
SO12480,14/03/2020,In-Store,USD,12,195,11,1,295.07,210.77
SO12481,19/01/2020,Distributor,USD,4,30,19,5,459.79,328.42
SO12482,17/01/2020,Online,USD,9,344,34,5,589.04,420.75
SO12483,09/04/2020,Online,USD,9,17,25,4,429,306.43
SO12484,20/05/2020,Wholesale,USD,1,43,13,5,445.17,317.98
SO12485,13/01/2020,Wholesale,USD,17,151,15,3,630.01,450
SO12486,11/04/2020,In-Store,USD,14,349,12,7,346.14,247.25
SO12487,15/05/2020,Online,USD,22,91,16,3,479.71,342.65
SO12488,11/04/2020,In-Store,USD,13,16,41,5,448.25,320.18
SO12489,14/04/2020,Distributor,USD,13,108,28,8,280.36,200.25
SO12490,22/03/2020,Wholesale,USD,14,205,23,1,537.55,383.96
SO12491,11/03/2020,Distributor,USD,18,333,37,10,599.39,428.14
SO12492,18/04/2020,In-Store,USD,18,322,19,3,637.78,455.56
SO12493,25/03/2020,Wholesale,USD,23,221,34,1,195.27,139.48
SO12494,31/01/2020,In-Store,USD,23,168,11,5,469.51,335.37
SO12495,21/05/2020,In-Store,USD,5,362,23,9,395.57,282.55
SO12496,25/01/2020,Wholesale,USD,15,203,33,6,594.25,424.46
SO12497,18/05/2020,Distributor,USD,8,32,33,6,412.1,294.36
SO12498,10/02/2020,Online,USD,13,258,36,4,186.6,133.29
SO12499,27/03/2020,Distributor,USD,24,145,33,5,266.9,190.64
SO12500,02/01/2020,Distributor,USD,5,54,43,6,530.76,379.12
SO12501,21/02/2020,Online,USD,7,34,36,2,573.33,409.52
SO12502,17/02/2020,Distributor,USD,6,213,33,9,416.85,297.75
SO12503,13/04/2020,Wholesale,USD,3,121,27,10,565.55,403.96
SO12504,24/01/2020,Wholesale,USD,17,325,19,8,298.86,213.47
SO12505,16/04/2020,Wholesale,USD,3,183,15,10,404.16,288.69
SO12506,10/01/2020,Online,USD,8,279,11,5,638.26,455.9
SO12507,28/01/2020,In-Store,USD,6,311,33,5,383.86,274.18
SO12508,12/04/2020,Distributor,USD,8,151,6,5,523.59,373.99
SO12509,24/02/2020,In-Store,USD,9,341,5,8,315.24,225.17
SO12510,23/04/2020,Wholesale,USD,15,250,18,10,276.46,197.47
SO12511,05/03/2020,In-Store,USD,23,254,2,1,474.21,338.72
SO12512,16/02/2020,Wholesale,USD,7,113,2,10,356.87,254.9
SO12513,03/04/2020,Distributor,USD,26,76,33,9,627.66,448.33
SO12514,26/04/2020,Online,USD,4,72,33,5,528.71,377.65
SO12515,12/02/2020,Online,USD,19,136,44,1,282.19,201.56
SO12516,09/02/2020,Distributor,USD,8,315,47,8,366.01,261.43
SO12517,04/03/2020,In-Store,USD,11,18,10,9,422.26,301.61
SO12518,26/03/2020,Wholesale,USD,9,167,11,10,301.06,215.04
SO12519,11/03/2020,In-Store,USD,24,180,19,8,615.95,439.96
SO12520,01/02/2020,Wholesale,USD,20,20,31,1,537.59,384
SO12521,21/02/2020,In-Store,USD,6,10,11,2,522.13,372.95
SO12522,30/04/2020,Online,USD,20,19,25,10,286.8,204.86
SO12523,17/01/2020,In-Store,USD,17,122,39,8,428.88,306.35
SO12524,24/03/2020,In-Store,USD,22,322,37,6,410.53,293.24
SO12525,20/04/2020,In-Store,USD,9,284,47,9,588.37,420.26
SO12526,10/04/2020,In-Store,USD,19,153,5,1,156.22,111.59
SO12527,03/04/2020,In-Store,USD,2,246,31,2,240.49,171.78
SO12528,20/05/2020,Wholesale,USD,1,294,35,4,336.37,240.27
SO12529,01/02/2020,Distributor,USD,18,156,43,6,349.09,249.35
SO12530,06/04/2020,Wholesale,USD,24,166,6,7,380.5,271.79
SO12531,14/04/2020,Wholesale,USD,4,319,28,10,171.52,122.52
SO12532,31/05/2020,In-Store,USD,4,207,16,5,359.93,257.09
SO12533,26/02/2020,Online,USD,18,120,10,3,452.73,323.38
SO12534,10/02/2020,Online,USD,6,154,8,8,172.94,123.53
SO12535,16/04/2020,Distributor,USD,6,69,39,3,609.38,435.27
SO12536,09/03/2020,In-Store,USD,25,67,36,2,227.05,162.18
SO12537,17/04/2020,Distributor,USD,11,365,44,6,440.51,314.65
SO12538,27/02/2020,Online,USD,26,35,24,10,565.42,403.87
SO12539,12/02/2020,In-Store,USD,13,139,32,1,493.76,352.68
SO12540,12/02/2020,Wholesale,USD,19,80,39,6,519.75,371.25
SO12541,06/05/2020,Online,USD,15,115,3,7,351.23,250.88
SO12542,05/03/2020,Online,USD,7,51,19,3,596.09,425.78
SO12543,13/01/2020,Online,USD,21,187,20,7,236.51,168.93
SO12544,10/02/2020,Online,USD,19,105,27,1,409.48,292.49
SO12545,23/05/2020,In-Store,USD,3,360,3,8,447.29,319.49
SO12546,25/01/2020,In-Store,USD,13,278,36,3,636.32,454.52
SO12547,21/05/2020,Wholesale,USD,21,12,16,4,257.81,184.15
SO12548,27/04/2020,Wholesale,USD,20,306,1,4,545.79,389.85
SO12549,15/03/2020,Online,USD,22,84,27,8,564.94,403.53
SO12550,19/03/2020,Online,USD,13,212,5,4,331.93,237.09
SO12551,17/01/2020,Distributor,USD,6,46,1,1,649.57,463.98
SO12552,26/04/2020,In-Store,USD,15,55,3,9,559.05,399.32
SO12553,27/01/2020,Online,USD,14,280,13,5,591.81,422.72
SO12554,20/04/2020,Wholesale,USD,12,292,28,6,176.6,126.14
SO12555,24/05/2020,In-Store,USD,12,95,2,5,463.01,330.72
SO12556,10/01/2020,Distributor,USD,18,228,44,7,195.63,139.74
SO12557,17/01/2020,Distributor,USD,24,355,10,5,568.65,406.18
SO12558,24/04/2020,Online,USD,12,208,22,4,204.61,146.15
SO12559,10/04/2020,Distributor,USD,11,13,32,5,628.61,449
SO12560,07/05/2020,Distributor,USD,6,97,25,6,578.15,412.97
SO12561,15/02/2020,In-Store,USD,6,133,7,10,415.38,296.7
SO12562,14/05/2020,Distributor,USD,26,237,33,10,311.79,222.71
SO12563,02/03/2020,In-Store,USD,16,95,3,7,488.22,348.73
SO12564,04/03/2020,In-Store,USD,14,177,15,1,581.11,415.08
SO12565,20/02/2020,Distributor,USD,25,113,15,9,283.33,202.38
SO12566,11/04/2020,In-Store,USD,25,100,43,2,200.69,143.35
SO12567,06/04/2020,Wholesale,USD,10,96,22,1,464.48,331.77
SO12568,13/02/2020,Distributor,USD,8,30,11,3,345.69,246.92
SO12569,23/02/2020,Online,USD,20,347,18,5,531.78,379.84
SO12570,03/01/2020,Online,USD,21,117,21,9,453.08,323.63
SO12571,07/04/2020,Wholesale,USD,17,180,43,6,346.42,247.45
SO12572,20/02/2020,Distributor,USD,17,195,3,3,410.83,293.45
SO12573,03/02/2020,Online,USD,16,153,30,1,326.68,233.34
SO12574,04/04/2020,In-Store,USD,19,249,37,3,220.6,157.57
SO12575,06/03/2020,Wholesale,USD,15,122,46,7,205.39,146.71
SO12576,29/02/2020,Distributor,USD,23,181,41,5,468.59,334.7
SO12577,02/01/2020,Wholesale,USD,9,114,18,10,372.73,266.24
SO12578,29/03/2020,Wholesale,USD,17,331,10,3,551.77,394.12
SO12579,25/04/2020,Distributor,USD,19,69,42,5,434.16,310.11
SO12580,30/05/2020,Distributor,USD,26,212,38,7,248.67,177.62
SO12581,16/04/2020,Distributor,USD,9,132,36,5,259.59,185.42
SO12582,16/02/2020,Distributor,USD,20,37,32,8,329.16,235.12
SO12583,14/03/2020,Wholesale,USD,11,295,39,7,408.35,291.68
SO12584,28/02/2020,In-Store,USD,25,131,6,8,528.29,377.35
SO12585,16/01/2020,In-Store,USD,10,148,30,5,442.42,316.02
SO12586,07/04/2020,Distributor,USD,24,26,46,4,347.84,248.46
SO12587,20/01/2020,Wholesale,USD,7,310,26,1,279.04,199.32
SO12588,29/04/2020,Distributor,USD,21,235,19,1,259.24,185.17
SO12589,16/01/2020,Wholesale,USD,1,215,35,4,339.65,242.61
SO12590,08/02/2020,Distributor,USD,23,253,3,3,505.1,360.78
SO12591,20/04/2020,Wholesale,USD,26,269,8,5,385.7,275.5
SO12592,22/05/2020,Wholesale,USD,3,358,5,10,333.24,238.03
SO12593,12/01/2020,Wholesale,USD,23,297,13,7,563.98,402.84
SO12594,15/02/2020,Distributor,USD,26,207,38,5,622.38,444.56
SO12595,14/05/2020,Online,USD,13,264,11,7,293.28,209.49
SO12596,03/05/2020,In-Store,USD,25,160,16,7,458.47,327.48
SO12597,06/04/2020,In-Store,USD,13,161,22,5,268.66,191.9
SO12598,14/02/2020,Wholesale,USD,6,336,35,10,390.51,278.94
SO12599,19/01/2020,Distributor,USD,7,76,6,2,459.63,328.31
SO12600,14/04/2020,Wholesale,USD,19,223,41,1,169.43,121.02
SO12601,23/03/2020,Online,USD,1,93,29,5,630.99,450.71
SO12602,09/02/2020,Wholesale,USD,25,262,16,6,442.13,315.81
SO12603,06/03/2020,Online,USD,23,125,24,1,521.15,372.25
SO12604,25/02/2020,Online,USD,15,325,18,1,463.01,330.72
SO12605,20/05/2020,Wholesale,USD,23,239,11,5,445.12,317.94
SO12606,18/01/2020,Wholesale,USD,21,29,14,8,543.4,388.15
SO12607,21/01/2020,Distributor,USD,21,301,16,5,208.64,149.03
SO12608,19/04/2020,Online,USD,19,354,45,3,549.83,392.73
SO12609,21/04/2020,In-Store,USD,17,37,27,5,357,255
SO12610,17/02/2020,Online,USD,23,336,13,8,415.97,297.12
SO12611,21/05/2020,Online,USD,16,365,35,6,388.5,277.5
SO12612,08/03/2020,Distributor,USD,13,227,45,5,241.79,172.71
SO12613,09/03/2020,Distributor,USD,6,311,11,3,210.73,150.52
SO12614,19/04/2020,Wholesale,USD,24,297,33,9,183.16,130.83
SO12615,08/02/2020,Online,USD,4,67,24,3,221.06,157.9
SO12616,12/01/2020,Distributor,USD,26,261,40,9,460.94,329.25
SO12617,05/01/2020,Distributor,USD,16,315,10,1,528,377.14
SO12618,01/05/2020,Distributor,USD,10,57,44,5,440.43,314.59
SO12619,03/05/2020,Online,USD,6,90,26,8,456.27,325.91
SO12620,09/02/2020,In-Store,USD,18,170,33,4,366.52,261.8
SO12621,18/01/2020,Online,USD,1,14,1,9,605.9,432.79
SO12622,22/05/2020,Wholesale,USD,20,207,33,5,447.07,319.34
SO12623,13/03/2020,Distributor,USD,10,155,38,7,341.56,243.97
SO12624,08/02/2020,Wholesale,USD,20,355,22,8,619.3,442.36
SO12625,11/03/2020,Wholesale,USD,15,246,11,7,246.93,176.38
SO12626,24/01/2020,Online,USD,7,180,32,6,451.17,322.26
SO12627,13/02/2020,Distributor,USD,25,151,15,3,165.98,118.56
SO12628,17/04/2020,Online,USD,23,349,45,10,258.16,184.4
SO12629,14/04/2020,Online,USD,17,48,4,4,612.25,437.32
SO12630,22/05/2020,Online,USD,20,48,20,9,632.8,452
SO12631,05/05/2020,Online,USD,14,251,22,1,422.61,301.87
SO12632,14/04/2020,Online,USD,8,293,33,6,214.92,153.52
SO12633,29/01/2020,Online,USD,5,304,24,7,190.19,135.85
SO12634,01/03/2020,Distributor,USD,21,206,21,3,172.49,123.21
SO12635,01/05/2020,Wholesale,USD,9,30,32,8,595.21,425.15
SO12636,17/05/2020,Online,USD,1,298,14,5,441.43,315.31
SO12637,22/02/2020,Online,USD,20,155,14,3,409.07,292.19
SO12638,15/04/2020,Online,USD,6,45,35,4,452.91,323.5
SO12639,07/05/2020,Online,USD,7,230,8,1,575.05,410.75
SO12640,12/02/2020,Wholesale,USD,10,268,41,4,167.86,119.9
SO12641,02/01/2020,In-Store,USD,24,95,25,1,353.14,252.24
SO12642,04/04/2020,Wholesale,USD,12,28,14,9,369.83,264.17
SO12643,31/03/2020,Distributor,USD,18,224,3,7,199.12,142.23
SO12644,11/04/2020,In-Store,USD,20,180,44,1,290.33,207.38
SO12645,24/01/2020,Distributor,USD,26,35,17,7,621.9,444.21
SO12646,22/03/2020,Distributor,USD,20,176,46,5,285.34,203.82
SO12647,10/01/2020,Distributor,USD,3,338,33,6,416.5,297.5
SO12648,15/05/2020,Distributor,USD,17,90,14,3,372.69,266.21
SO12649,11/05/2020,Wholesale,USD,5,11,43,2,300.58,214.7
SO12650,14/03/2020,Distributor,USD,5,123,37,3,595.28,425.2
SO12651,25/01/2020,Wholesale,USD,13,226,8,8,571.98,408.56
SO12652,01/01/2020,In-Store,USD,23,229,17,1,282.62,201.87
SO12653,24/03/2020,Online,USD,11,267,21,5,568.94,406.38
SO12654,01/04/2020,Wholesale,USD,23,358,8,8,421.95,301.4
SO12655,25/03/2020,Distributor,USD,7,279,12,9,323.96,231.4
SO12656,03/05/2020,Distributor,USD,4,97,32,10,449.98,321.41
SO12657,23/02/2020,In-Store,USD,4,313,43,8,419.26,299.47
SO12658,22/04/2020,In-Store,USD,1,259,30,6,440.07,314.34
SO12659,24/04/2020,Distributor,USD,4,179,20,6,184.6,131.86
SO12660,06/04/2020,Wholesale,USD,23,205,33,4,246.33,175.95
SO12661,15/05/2020,Wholesale,USD,23,289,28,2,515.62,368.3
SO12662,25/02/2020,Online,USD,9,258,34,7,316.97,226.41
SO12663,03/03/2020,Wholesale,USD,22,127,7,4,181.21,129.43
SO12664,17/02/2020,Wholesale,USD,2,249,36,8,497.83,355.59
SO12665,30/01/2020,Online,USD,3,211,47,8,164.4,117.43
SO12666,17/04/2020,Distributor,USD,16,52,4,3,286.06,204.33
SO12667,18/05/2020,Online,USD,6,320,26,9,646.88,462.06
SO12668,15/03/2020,Distributor,USD,15,309,16,1,612.25,437.32
SO12669,17/05/2020,Wholesale,USD,18,49,9,8,422.07,301.48
SO12670,21/01/2020,Online,USD,20,217,43,10,340.52,243.23
SO12671,01/02/2020,Online,USD,13,149,7,9,631.39,450.99
SO12672,16/01/2020,In-Store,USD,22,302,31,9,340.35,243.11
SO12673,22/04/2020,Online,USD,1,254,8,9,314.17,224.41
SO12674,01/05/2020,In-Store,USD,19,245,24,10,554.25,395.89
SO12675,18/05/2020,In-Store,USD,2,69,1,2,445.31,318.08
SO12676,29/01/2020,In-Store,USD,10,265,15,2,159.43,113.88
SO12677,01/02/2020,In-Store,USD,1,187,27,1,193.62,138.3
SO12678,21/03/2020,Wholesale,USD,3,329,13,5,526.11,375.79
SO12679,28/03/2020,Distributor,USD,24,247,2,2,321.45,229.61
SO12680,08/05/2020,In-Store,USD,25,361,22,10,279.17,199.41
SO12681,19/03/2020,In-Store,USD,25,304,30,8,214.18,152.99
SO12682,29/05/2020,Online,USD,15,326,37,1,452.3,323.07
SO12683,18/02/2020,Distributor,USD,7,42,27,3,203.44,145.32
SO12684,25/03/2020,Distributor,USD,23,240,44,7,273.7,195.5
SO12685,05/05/2020,In-Store,USD,13,23,20,5,432.29,308.78
SO12686,03/01/2020,Online,USD,2,257,10,9,320.14,228.67
SO12687,05/04/2020,Online,USD,8,146,8,8,160.68,114.77
SO12688,09/04/2020,In-Store,USD,10,333,36,5,341.94,244.24
SO12689,10/04/2020,In-Store,USD,14,96,11,9,533,380.72
SO12690,20/02/2020,In-Store,USD,15,180,44,7,228.99,163.56
SO12691,09/03/2020,In-Store,USD,6,38,35,8,427.42,305.3
SO12692,20/01/2020,Distributor,USD,13,292,5,5,188.15,134.39
SO12693,09/04/2020,In-Store,USD,15,299,17,1,182.32,130.23
SO12694,26/02/2020,Wholesale,USD,22,151,22,3,335.43,239.59
SO12695,19/03/2020,Wholesale,USD,21,312,40,9,565.2,403.71
SO12696,02/04/2020,Distributor,USD,26,105,3,9,532.8,380.57
SO12697,11/03/2020,Online,USD,19,147,45,8,506.66,361.9
SO12698,12/03/2020,Online,USD,17,270,25,8,422.75,301.96
SO12699,17/05/2020,In-Store,USD,17,318,13,5,253.45,181.04
SO12700,07/04/2020,Online,USD,19,185,3,4,239.63,171.16
SO12701,30/05/2020,In-Store,USD,2,70,16,4,186.65,133.32
SO12702,03/02/2020,Wholesale,USD,7,99,26,4,597.64,426.88
SO12703,16/05/2020,Distributor,USD,6,300,43,7,205.44,146.74
SO12704,03/02/2020,In-Store,USD,3,99,15,8,581.95,415.68
SO12705,08/05/2020,Distributor,USD,25,111,18,6,193.13,137.95
SO12706,19/01/2020,Wholesale,USD,23,355,10,4,609.14,435.1
SO12707,05/01/2020,Distributor,USD,23,324,35,1,203.34,145.24
SO12708,21/03/2020,Wholesale,USD,22,310,30,2,616.25,440.18
SO12709,05/01/2020,Online,USD,19,184,12,9,632.42,451.73
SO12710,15/03/2020,In-Store,USD,17,309,18,6,294.86,210.61
SO12711,08/03/2020,Distributor,USD,6,34,11,8,264.68,189.05
SO12712,28/05/2020,Online,USD,26,353,20,9,196.05,140.04
SO12713,14/05/2020,Wholesale,USD,22,58,14,7,221.85,158.46
SO12714,28/03/2020,Distributor,USD,22,36,11,10,152.39,108.85
SO12715,08/03/2020,Distributor,USD,17,329,43,4,430.95,307.82
SO12716,08/03/2020,Distributor,USD,8,31,43,8,605.92,432.8
SO12717,20/02/2020,Online,USD,20,164,17,4,399.48,285.34
